Title,Location,Company,Description
"Generalist Software Engineer, New Grad","San Francisco, CA","LiveRamp
4.5","LiveRamp is looking for new graduates that crave challenges and seek out dynamic experiences and to jump right in and be fast-tracked onto a team that is the best fit for your skills and interests. Here at LiveRamp, we're changing the world of data connectivity. Our technology unites the marketing technology ecosystem, enabling brands to measure the impact of digital marketing on sales and deliver highly relevant messages to consumers on virtually any channel or device.

As a Software Generalist you will help bring this vision to life by tackling your projects head on. It's hard to say what tomorrow's challenge may be, but in this role, you'll be happy to hack away at it, whether it's a Ruby on Rails web application, a distributed analysis Hadoop workflow in java, or something completely new. You'll also collaborate with other engineers to execute on a diverse range of projects.

On the engineering team at LiveRamp, we value ownership and individual contribution within a collaborative environment. Be ready to leave your ego at the door, roll up your sleeves and start solving huge challenges as soon as you begin.

You will:
Design and build sophisticated systems to process and visualize massive amounts of data.
Make mistakes. Fix them; learn from them; make different ones next time.
Be at the forefront of technology innovation. Keep LiveRamp on the cutting edge of industry tools and best practices.
Push your teammates to become stronger engineers. They will do the same for you.
Take our engineering, business development, and culture in a whole new direction during one of our four Hackweeks every year.
About you:
Excited by the idea of building scalable and reliable products.
A talented new grad and looking to start a full time role in Summer 2020.
Comfortable working in multiple languages, frameworks, and environments.
Desire to work in San Francisco. We will relocate you if necessary.
Possess a startup personality: smart, ethical, friendly, hard-working and productive.
A data enthusiast who wants to be surrounded by brilliant teammates and huge challenges.
Benefits:
People. Work with talented, collaborative, and friendly people who love what they do.
Stock
Unlimited paid time off
One-of-a-kind mentorship
Competitive Medical, dental, & vision insurance
401K Matching
Employee Stock Purchase Plan (ESPP)
Commuter benefits
Catered meals & stocked kitchen
Events including games nights, happy hours, camping trips and sporting leagues
More about us:

LiveRamp provides the identity resolution services and integrations that are the foundation for omnichannel marketing. Our services transform the technology platforms used by our customers into people-based marketing channels that improve the relevancy of marketing, and ultimately allow consumers to better connect with the brands and products they love.

We thrive on mind-bending technical challenges and value entrepreneurship, humility, and constant personal growth. There is so much more that we want to build and that we could continue to improve. We value strong engineers who are agile enough to hit the ground running and tackle challenges.

LiveRamp is an affirmative action and equal opportunity employer (AA/EOE/W/M/Vet/Disabled) and does not discriminate in recruiting, hiring, training, promotion or other employment of associates or the awarding of subcontracts because of a person's race, color, sex, age, religion, national origin, protected veteran, disability, sexual orientation, gender identity, genetics or other protected status. Qualified applicants with arrest and conviction records will be considered for the position in accordance with the San Francisco Fair Chance Ordinance."
Software Engineer - New Grad 2020 (Quip),"San Francisco, CA","Salesforce
4.3","Our goal at Quip is to build a new class of productivity tool that every person at every company enjoys using every single day. What we're looking for: a software engineering generalist who's passionate and cares deeply about product development.

At Quip, our engineers are always learning new things - we all work cross-platform and full-stack. We pride ourselves on writing high-quality code and maintainable systems that make our lives easier, across Javascript, C++, Python, Java, and Objective-C. Every engineer works on exciting, meaningful projects that impact our technical and product strategy.

We work closely with Product Managers and Designers to define new features, and help map the future of Quip. We're building the next generation of products leveraging frameworks, such as React, and tackling complex problems related to large-scale backend infrastructure and mobile platforms. We're building a team of talented, thoughtful people who will work together to build an enduring company that will change the way teams work together.

What we look for:
Passion with learning and working with others to improve yourself, the team, the product, the company
Ability to learn quickly or know one of Python, Objective-C, Javascript, SQL, C++, Java
Experience with web applications, databases, distributed systems, or mobile development is a plus
BS and/or MS degree in computer science, math, or a related technical field
Bonus: Past relevant tech internship experience
What you’ll do:
Building consumer-level applications (mobile, web, desktop) for enterprise - with a focus on design and usability
Solving complex challenges such as performance, scalability, and security
Growing and scaling our product and servers, applying the latest technologies and best practices
Mentoring your peers or be mentored by your peers in various in-house mentorship
Learn to make great and not so great puns
Posting Statement
Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay fees to any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org.
Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records."
Full-stack Software Engineer,"San Francisco, CA","Mavenlink
4.6","Mavenlink is looking for talented software developers to join our San Francisco office. We have a great team solving challenges brought by growth & success. You'll step into a supportive environment praised by our engineers for its focus on continuous learning.

Heres how our engineering culture will support your career growth:

Pair Programming
We work twice as fast and produce better code because, with two minds working together, you find solutions you wouldnt have seen if you were working by yourself.
Amanda Holl, Software Engineer
Continuous Learning
I dont just want to learn so I can be the best, I want to learn so I can teach the people sitting next to meso we can all grow.
Adam Ellsworth, Software Engineer

Coaching and Mentorships
""Every engineer here has a 'coach' - an active, practicing engineer providing mentorship and support to help their 'coachees' grow their careers.""
Andy Leavitt, Director of Engineering

Open Communication
We teach team members how to give and receive feedback. I feel like the things I say are heard and acted on, and I have an opportunity to act on them myself.
Paulette Luftig, Software Engineer

Full-stack development
We have open architecture meetings that everyone is invited to, which we can do because everyone is full stack, and we all know how the pieces fit together. There are very few blind spots this way.
Maggie Sheldon, Senior Director of Product

As our product and customer base grow, were seeing interesting technical challenges. Weve recently finished:
Moving from Sprockets to Webpack/Yarn
Real-time streaming of all database events to time-sensitive application systems
Automated containerized staging deployment of every green developer build
Upcoming challenges include:
Developing a rich & sophisticated React component architecture
Evolution from a single Rails app to cohesive, decoupled services
Auto-scaled, self-healing production Kubernetes
Joining Mavenlink, well guide you toward the challenges that interest you.

Skills & Requirements
Though we will eventually re-open our recruiting to early-career candidates, at this time we're only considering candidates with 2+ years of experience.

Experience in our stack is not a requirement.

We value empathy, communication, and care for our colleagues."
"Software Engineer, Analytics","San Francisco, CA","John Deere
4.2","There are 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we’re all about at John Deere. And it’s why we’re investing in our people and our technology like never before in our 175-year history. Here the world’s brightest minds are tackling the world’s biggest challenges. If you believe one person can make the world a better place, we’ll put you to work. RIGHT NOW.

Primary Location: United States (US) - California (US-CA) - San Francisco
Function: Product Engineering
Title: Software Engineer, Analytics - 62111
Your Responsibilities

As a Software Engineer, for the John Deere Intelligent Solutions Group (ISG-San Francisco), you will join our team building a world class data platform for advanced analytics and artificial intelligence. We are passionate about making a difference by applying cutting edge technology to solve some of the world's biggest problems. On this team you will help design, develop, and support our precision ag analytics platform - enabling the ingest, modeling, and efficient retrieval of data on a petabyte scale. We are building production data products that utilize machine learning algorithms to enable intelligent, automated equipment and to improve farmer decision making. In addition, you will:
Build and support the technical infrastructure to enable ingest, storage, and retrieval of large-scale precision ag data for analysis, research, and model development.
Build and support high performance data pipelines that are efficient and reliable with robust monitoring.
Design and build data structures that enable secure, performant, cost effective access to data for research and model development.
Collaborate and communicate closely with data scientists to identify and build needed infrastructure, tools, and libraries to support machine learning algorithms.
VISA Sponsorship IS available for this position

What Skills You Need
A solid foundation in computer science and coding chops with Python and/or Scala
2 or more years of application development and implementation experience
Experience building and supporting production software using AWS or other cloud platform
Knowledge of Big Data tools, such as Spark or Hadoop
Sense of ownership, curiosity, and ability to function in a fast paced, collaborative team environment that is distributed across various time zones and locations
Strong analytic skills with high attention to detail and accuracy
What Makes You Stand Out
Experience with Spark or Hadoop
API Development experience with Python
Education (or equivalent work experience)

Ideally, you will have a degree or equivalent work experience in the following:
Bachelor's degree in Computer Science or related discipline
What You'll Get

At John Deere, you are empowered to create a career that will take you to where you want to go. Here, you'll enjoy the freedom to explore new projects, the support to think outside the box and the advanced tools and technology that foster innovation and achievement. We offer comprehensive relocation and reward packages to help you get started on your new career path. Click here to find out more about our Total Rewards Package.

The information contained herein is not intended to be an exhaustive list of all responsibilities and qualifications required of individuals performing the job. The qualifications detailed in this job description are not considered the minimum requirements necessary to perform the job, but rather as guidelines.

John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity or expression, status as a protected veteran, or status as a qualified individual with disability."
"Software Engineer, Backend","San Francisco, CA","HOVER
5.0","HOVER is transforming the home improvement market and helping people visualize what's possible with interactive 3D property models and we're looking for skilled Ruby on Rails developers to join our San Francisco team! We're working hard to enable homeowners, contractors, and insurance professionals all use HOVER to get fully measured, accurate, and interactive models of any property—in a matter of minutes, and with just a few snaps of a smartphone camera.

The Role

We are looking for a RoR Engineer who has good knowledge of the framework and hands-on experience developing web apps and backend services. We're a small but growing group of engineers, so beyond the prerequisite technical ability, we're looking for someone with exceptional initiative, curiosity, passion for learning, and a love for pushing the envelope while building high quality, scalable and extensible products.

Like all engineering roles at HOVER, this is a cross-functional role at its core which allows for multiple opportunities for mentorship, learning, and growth. You will join as a member of our backend engineering team and also work in coordination with other engineering teams (frontend, graphics, automation, mobile), and non-engineering teams (product, design) in an agile development environment.

What you will be doing

You will write clean, tested and documented code, and stay at the cutting edge of your discipline through communication, collaboration, and mentorship opportunities (including code reviews and occasional pair programming). Among other things, you will be building new features in our product, integrating image processing, 3D rendering and machine learning code, and optimizing it against one of the world's biggest datasets of residential property imagery.

What we expect from you
Current experience (1+ years) architecting and building reliable, scalable, maintainable Ruby on Rails applications
Experience with the usual suspects (rspec, git, PostgreSQL, Redis)
Comfortable on a bash shell and SQL console
Excellent problem-solving skills
Nice to have
Full stack experience (HTML/CSS, Javascript, JS Frameworks)
AWS ecosystem experience
Docker (or other container technology)
Agile/Scrum experience
Geometry/Linear Algebra
Why HOVER

Come join a small team that works hard, thinks big, and loves to celebrate our wins. We are backed by a team of investors who are committed to empowering our success, and we are excited to keep improving our product and growing our team. At HOVER, we believe there is real strength in diversity, and we're fostering an inclusive and diverse culture by hiring qualified, talented people from a wide variety of backgrounds.

Benefits
Compensation - Competitive salary and meaningful equity in fast-growing company
Healthcare - Comprehensive medical, dental, and vision coverage for you and dependents
Paid Time Off - Unlimited and flexible vacation policy
Learning - We encourage continued education and will help cover the cost of conferences, workshops, or certifications
Transportation - Pre-tax commuter benefits and free parking"
Software Engineer,"Oakland, CA","Babylist
4.2","The Babylist engineering culture is one of learning and knowledge sharing. We are passionate about experimentation, automation and shipping value to our customers. Our stack is based on Ruby on Rails and React. We continue to expand our toolbox to use the best technologies for the job.
Who You Are
You have a track record of implementing systems that can adapt to new business requirements
You are familiar with domain experience in web technologies and e-commerce
You understand testing, monitoring and running a production software system
You are able to develop an architecture with a team
You are passionate about using your engineering experience to quickly define and implement systems and features that provide value to our customers
You value collaboration and working with a strong team and are excited to support your team and pleased when they support you

We like systems that run well, but when things don't go as planned we support each other
What You'll Do
Work closely with product owners to designing, implementing and deploying systems to support and scale our growing e-commerce, content and fulfillment operations
Provide input around process, tooling and systems; we benefit by more knowledge and learning how others solve problems
Improve and help maintain existing systems; friction in the development process slows us down and has a large opportunity cost
Take time to create maintainable systems and remove hurdles from the development process
Work on a close, supportive team solving real world problems and making decisions
Maintain older systems and replace them safely
Learn and growing as an engineer
What You've Done
2+ years of engineering experience with a proven track record of building consumer web applications or services
Fluency in at least one of Ruby, Javascript, Python, or another modern programming language
Demonstrated understanding of CS fundamentals
Designed and implemented scalable web services
Experience with React/Redux a plus
About Babylist

At Babylist, we help expecting parents get exactly what they need for the arrival of their new baby. We have a large and rapidly growing user base of passionate parents-to-be who are making important purchasing decisions for one of the biggest events in their lives, which is both exciting and overwhelming. Our core product is our universal baby registry. Currently 25% of first-time expecting families in the United States actually create a baby registry at Babylist.com. In 2019 over $300 million worth of gifts will be purchased off of Babylist registries.

Why You Will Love Working at Babylist:

• We get stuff done
• We have a real impact on people’s lives
• We're passionate about our users and we genuinely appreciate them
• We work at a sustainable pace for long-term success (yes, we’re profitable)
• We are growing and have meaningful opportunities for career advancement
• We’re a technological and data-driven business
• We believe in autonomy and reward taking initiative
• We have experienced leadership that is always open to new ideas

Benefits:

• Competitive pay
• Competitive health benefits including company-funded medical, dental, and vision
• 401(k), FSA plans, and disability insurance
• Easy access to BART and commuter assistance
• Flexible, paid parental leave policy
• We work at a sustainable pace; in general we don't work late or on weekends, and most employees WFH on Wednesdays

If your experience is close to what we’re looking for, please consider applying. Experience comes in many forms – skills are transferable, and passion goes a long way. We know that diversity makes for the best problem-solving and creative thinking, which is why we’re dedicated to adding new perspectives to the team and encourage everyone to apply."
"Software Engineer, Backend - User Growth","San Francisco, CA","Tinder
4.2","The User Growth Team is a cross-discipline team whose mission is to drive Tinder's long-term user growth. By collaborating with product and a cross-platform engineering team, you'll take part in rapid experimentation fueled by user research and data-driven decisions. You'll have a unique opportunity to join a company with tens of millions of downloads and an expanding global footprint while working on a team that's small enough for you to feel the impact of your work every day.

By joining our team, you will:
Architect and engineer high-impact features that improve user acquisition, activation, and retention
Help us scale to meet the ever-growing Tinder user base and global audience
Gain exposure to terabytes of data including billions of swipes per day
Build tools & infrastructure to ensure 100% uptime of Tinder for all users across the world
What we're looking for:
Excellent knowledge and experience with a backend language like Java, Node.js, Scala, Go, etc.
3+ years of experience with large-scale distributed real-time systems and mobile backend systems
3+ years of API design experience
3+ years of experience with writing comprehensive unit and regression tests
Experience with NoSQL Databases like DynamoDB or Redis
A passion for creating great products and solving unique problems
Bonus points if you have:
Experience working on a Growth team
Experience with AWS
A BS or MS in Computer Science or Engineering from a top school, or a wonderful project list
Leadership experience
As part of our team, you'll enjoy:
The hustle of a startup with the impact of a global business
Tremendous opportunity to solve some of the industry's most exciting problems
Working with an extraordinary team of smart, creative, fun and highly motivated people
Comprehensive health coverage, competitive salary, 401(k) match, and meaningful equity
Unlimited vacation and flexible working hours
Daily catered lunches, an endless supply of snacks/refreshments, fitness classes, and social events
Modern and uplifting work environment"
Software Engineer -Full Stack / UI,"San Francisco, CA","MyVest
4.5","Software Engineer - Full Stack / UI (Operations Applications)

MyVest is a growing fintech company headquartered in the heart of San Francisco, building enterprise-level software for wealth management. Our software helps some of the leading financial institutions in the country empower more families to secure their financial future. Come work for a company with award-winning culture, where collaboration, transparency, work/life balance (and of course fun) are top priorities.

The Team:


The Operations Applications team is responsible for the innovation and development of Operations products that provide automation and scale to reconciliation, transaction management, and billing. You will contribute to and lead projects building out our newest features as well as rebuilding, upgrading, and enhancing our current products.

The Opportunity:

Join a team that is creating the next generation of wealth management and financial services software
Implement effective software solutions for customer-facing web applications responsible for managing, analyzing, and visualizing financial assets
Utilize cutting-edge technologies
Gain a deeper understanding of the investment industry
About You:

A self-starter who takes responsibility for what you build
Passionate about open source technologies and UI frameworks
Well-versed in design patterns, including OO design
Adept in RESTful web services, NoSQL (preferably Cassandra), SQL (preferably Oracle) and Docker
A keen interest in familiarizing yourself with new technologies and programming trends
A firm belief in the value of testing your code and actively practicing test-driven development
Enthusiastic about researching new technologies and integrating them into existing systems whenever appropriate
BS in Computer Science or Computer Engineering
Ideal Experience:

2 or more years of recent post-graduation work experience
2 or more years of strong programming work with Javascript and HTML5
Experience with AngularJS or other UI frameworks is a plus
Experience with Java, Spring, Hibernate (valuable, but not required)
Substantial testing experience, with an appreciation for the importance of automated testing best practices
Proven experience delivering robust, scalable systems that fulfill requirements within strict time constraints
A good understanding of best practices in web development with experience in requirements analysis, design, coding, testing, and delivery of high demand web applications
Financial services industry experience is a plus; Investment Management services experience is particularly valuable.
Don't worry, we don't expect you to have everything on this list, but the more the merrier!

Why MyVest:

Competitive compensation
Flexible time off
Dedication to work/life balance
$1,500 Annual Professional Development budget to grow your career
Generous coverage of medical, dental and vision insurance premiums for you AND your family
401(k) Match
Bright open office in FiDi with views of the Bay
MyVest is an equal employment opportunity (EEO) employer, dedicated to maintaining a work environment free of bias, harassment, discrimination and retaliation. As an EEO employer, this organization expressly prohibits discrimination, harassment, and retaliation on the basis of race, creed, ethnicity, color, age, religion, sex, sex stereotype, pregnancy (including childbirth, breastfeeding or related medical conditions where applicable), sexual orientation, gender, gender identity, gender expression, transgender, marital status, national origin, ancestry, physical or mental disability, requesting a reasonable accommodation based on mental or physical disability, medical condition (as defined by applicable law), genetic history and information, citizenship status, military or veteran status, or any other status protected by federal, state, or local law or ordinance or regulation (collectively referred to here as protected characteristics)."
Software Engineer,"San Francisco, CA","Automattic
4.5","WordPress doesn’t try to keep its users inside walled gardens, a rare thing in a world that is dangerously moving away from the open web. Instead, WordPress gives them the freedom to build a business website, an online store, or a personal blog – the way they like it. Big sites or small, using the community-run open source project or Automattic’s WordPress.com, vanilla or customised with with hundreds of plugins, WordPress users always get to own and control their data, their expression, and their freedom.

What have we worked on recently?
Gutenberg – a new block-level editor, clean abstractions for users, too, not just developers.
Jetpack is a plugin that brings cloud-scale features to self-hosted sites and our latest addition is Rewind, think git for WordPress sites.
WooCommerce is the most popular e-commerce platform on the web
Longer product list is on Automattic.com.
How do we work?
We open-source! We’re cool with open-sourcing everything except passwords, or secret keys.
We ship often, we deploy many times daily, with the help of peer code review and continuous integration.
Our engineering organization is flat, and you can be involved in any discussion across our many communication channels.
We’re kind to each other and our users – we strive to build a positive, supportive and inclusive culture of cohesive teams focused on delivering value to our customers.
Enough about us, let‘s talk more about you. The Software Engineer position might be a good fit if you:
Have experience working with several programming languages.
Have experience working on a large-scale system. Making it faster, more scalable, and fault-tolerant.
Know about systems architecture, design patterns, and testing.
Are highly collaborative and you love participating in code reviews and discussions about architecture, or design.
Are passionate about and accomplished in software development; in particular, advanced PHP knowledge is a plus.
Are knowledgeable about design patterns and testability; having experience with testing frameworks, performance testing and unit testing is very welcome.
Are thoughtful about product design, with good user experience instincts.
Extra credit:
WordPress programming experience.
Familiarity with JavaScript.
Data analysis experience, and understanding of how analytics can help with product decisions.
Knowledge of tooling and build systems.
Open source contributions, particularly involvement in open source (or other) communities.
Experience working on accessibility.
Speaking of interests and skills, here some areas in which you can grow and have further impact in the future:
Learning and development – we have a generous personal development budget and encourage you to grow your skills through courses, books and conferences.
Architecture – we encourage developers to develop expertise in the systems they work with, guide their evolution and mentor other developers working on them.
Engineering effectiveness – helping other developers become more effective through tools, practices, cross-team collaborations, and process improvements.
Leadership – we offer a variety of leadership options to those who have interest, including becoming a team lead.
These are exciting times at Automattic and you’ll have a unique opportunity to shape the future of our products. Join us! We look forward to hearing from you.

We’re serious about growing diversity in the tech industry. We want to build Automattic as an environment where people love their work and show respect and empathy to those with whom we interact. Diversity typically includes, but is not limited to, differences in race, gender, sexual orientation, gender identity or expression, political and religious affiliation, socioeconomic background, cultural background, geographic location, disabilities and abilities, relationship status, veteran status, and age. To work on diversity means that we welcome these differences, and strive to increase the visibility of traditionally underrepresented groups. Read more about our dedication to diversity and inclusion.

How to Apply

Does this sound interesting? If yes, please send a short email to jobs @ this domain telling us about yourself and attach a résumé as a PDF. Let us know what you can contribute to the team. Include the title of the position you’re applying for and your name in the subject.

Proofread! Make sure you spell and capitalize WordPress and Automattic correctly. We are lucky to receive hundreds of applications for every position, so try to make your application stand out. If you apply for multiple positions or send multiple emails there will be one reply.

If you’re reading this on a site other than automattic.com please ensure you visit automattic.com/work-with-us for the latest details on applying.

Please answer the following questions in your cover letter. We will only consider candidates whose cover letters answer these questions.
Tell us some details about an interesting programming problem you’ve worked on. What made it interesting?
How do you use our products or their competitors’? How would you improve one of them?
When you make a GET request to: https://public-api.wordpress.com/wpcom/v2/work-with-us
with a header X-future: automattician you will receive a secret. What is it?
What questions do you have for us?"
Software Engineer - Quip,"San Francisco, CA","Salesforce
4.3","Software Engineer - Quip
Are you interested in working on the next generation of collaboration software? Our goal at Quip is to build a new class of productivity tool that every person at every company enjoys using every single day. What we’re looking for: a software engineering generalist who’s passionate and cares deeply about product development.

At Quip, our engineers are always learning new things — we all work cross-platform and full-stack. We pride ourselves on writing high-quality code and maintainable systems that make our lives easier, across Javascript, C++, Python, Java, and Objective-C. Every engineer works on exciting, meaningful projects that impact our technical and product strategy.

We work closely with Product Managers and Designers to define new features, and help map the future of Quip. We’re building the next generation of products leveraging frameworks, such as React, and tackling complex problems related to large-scale backend infrastructure and mobile platforms. We’re building a team of talented, thoughtful people who will work together to build an enduring company that will change the way teams work together.

What we look for:
Excellent software engineering talent
Knowledge of Python, Objective-C, Javascript, SQL, C++, Java, or the ability to learn them quickly
Experience with web applications, databases, distributed systems, or mobile development is a plus
Passion for learning and working with others to improve yourself, the team, the product, the company

What you'll do:
Building consumer-level applications (mobile, web, desktop) for enterprise - with a focus on design and usability
Solving complex challenges such as performance, scalability, and security
Growing and scaling our product and servers, applying the latest technologies and best practices
Mentoring your peers or be mentored by your peers in various in-house mentorship
Learn to make great and not so great puns

Who you'll work with:

We are a group of talented, empathetic people from various backgrounds where trust and teamwork are a given. We pride ourselves in thoughtful communication and individual ownership. We push hard to make Quip better everyday while maintaining a healthy balance to leave time for our hobbies, family, pets, or whatever else is important.

What it's like to work here:
We provide small company impact combined with Salesforce generous benefits
Most employees (including our founder) leave by 5:30pm
We seek out opportunities to send people to training for both technical and leadership skills
We actively work on ways to be more inclusive in our culture and in our hiring
Currently, 30% of our engineers are women
Regular team charity outings, plus 7 days of volunteer time off (VTO) per year
Want to learn more? Visit our website and meet our team!
Posting Statement
Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay fees to any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org.
Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records."
